Time, rotorL_beta_b1, Inflow(0), Inflow(1), Inflow(2), Inflow(3), Inflow(4), Inflow(5), X_e(0), X_e(1), X_e(2), alpha(0), alpha(1), alpha(2), v_b(0), v_b(1), v_b(2), omega_b(0), omega_b(1), omega_b(2), 
8.284, 0.411506, 0.0120153, -0.000903081, 0.00511954, 0.0082899, -0.00959462, -0.000144904, 1.23766, 5.35158, -1.00274, 47.7423, 4.92667, 258.294, 5.16266, 3.12699, -2.16645, 52.692, 45.7077, 24.503, 
8.286, 0.338872, 0.0120134, -0.000687977, 0.00487224, 0.00828449, -0.00989317, -0.000411356, 1.24281, 5.33985, -1.00191, 47.8562, 4.95259, 258.394, 5.16858, 3.13186, -2.16653, 52.6593, 45.3796, 23.1071, 
8.288, 0.235837, 0.0120107, -0.000558979, 0.00458241, 0.00828141, -0.0102293, -0.000723373, 1.24798, 5.32813, -1.00107, 47.9707, 4.98021, 258.492, 5.17358, 3.13797, -2.16664, 53.3947, 45.4082, 21.6718, 
8.29, 0.105609, 0.0120073, -0.000526969, 0.00427571, 0.00828009, -0.0105726, -0.00105436, 1.25318, 5.31639, -1.0002, 48.0874, 5.00995, 258.588, 5.17768, 3.14521, -2.16692, 54.8406, 45.772, 20.3486, 
8.292, -0.0488478, 0.0120033, -0.000594138, 0.00397918, 0.00827984, -0.0108907, -0.00137617, 1.2584, 5.30466, -0.999316, 48.2074, 5.04193, 258.683, 5.18102, 3.15333, -2.1675, 56.8423, 46.3933, 19.2737, 
8.294, -0.224868, 0.0119989, -0.00075389, 0.00371863, 0.0082799, -0.0111562, -0.00166179, 1.26365, 5.29292, -0.99841, 48.3318, 5.07598, 258.779, 5.18384, 3.162, -2.16845, 59.1866, 47.1693, 18.5455, 
8.296, -0.419945, 0.0119941, -0.000991706, 0.00351648, 0.00827951, -0.0113479, -0.00188764, 1.26892, 5.28118, -0.997484, 48.4612, 5.11169, 258.875, 5.18633, 3.17085, -2.16979, 61.6432, 48.0062, 18.2153, 
8.298, -0.631492, 0.0119891, -0.00128666, 0.00338965, 0.00827787, -0.0114512, -0.00203574, 1.27422, 5.26944, -0.996536, 48.5955, 5.14847, 258.972, 5.18867, 3.17955, -2.17152, 63.9971, 48.8395, 18.2922, 
8.3, -0.85659, 0.0119841, -0.00161359, 0.00334805, 0.00827452, -0.0114609, -0.00209535, 1.27955, 5.2577, -0.995567, 48.7345, 5.1857, 259.071, 5.19093, 3.18781, -2.17358, 66.0621, 49.6388, 18.7515, 
8.302, -1.0918, 0.011979, -0.00194513, 0.00339532, 0.00826862, -0.0113788, -0.00206224, 1.28491, 5.24596, -0.994578, 48.8774, 5.22277, 259.172, 5.19316, 3.19539, -2.17593, 67.6845, 50.3979, 19.542, 
8.304, -1.33305, 0.0119743, -0.00225333, 0.00352884, 0.00826001, -0.0112126, -0.00193876, 1.29029, 5.23423, -0.99357, 49.0232, 5.25917, 259.275, 5.19539, 3.20213, -2.17848, 68.7485, 51.1198, 20.5893, 
8.306, -1.57575, 0.0119698, -0.00251328, 0.00373722, 0.00824865, -0.0109771, -0.00173639, 1.29571, 5.22249, -0.992544, 49.1709, 5.29452, 259.381, 5.19769, 3.20791, -2.18116, 69.1866, 51.7988, 21.8002, 
8.308, -1.8146, 0.0119654, -0.00270304, 0.00400481, 0.00823449, -0.0106914, -0.00147113, 1.30114, 5.21075, -0.991501, 49.3192, 5.32856, 259.49, 5.20016, 3.21272, -2.18391, 68.9858, 52.4079, 23.0699, 
8.31, -2.04385, 0.0119611, -0.00280713, 0.00431029, 0.0082179, -0.0103776, -0.001165, 1.30661, 5.19902, -0.990443, 49.4667, 5.36114, 259.601, 5.20299, 3.21661, -2.18665, 68.1879, 52.896, 24.2931, 
8.312, -2.25751, 0.0119572, -0.00281602, 0.00462998, 0.00819935, -0.0100596, -0.000842587, 1.3121, 5.18729, -0.98937, 49.6124, 5.39219, 259.714, 5.20638, 3.21971, -2.1893, 66.8782, 53.1962, 25.3757, 
8.314, -2.44974, 0.0119537, -0.00272841, 0.00493844, 0.00817929, -0.00976169, -0.000530436, 1.31761, 5.17555, -0.988283, 49.7553, 5.4217, 259.829, 5.21052, 3.22219, -2.19179, 65.1638, 53.2447, 26.2429, 
8.316, -2.61524, 0.0119505, -0.00254986, 0.0052112, 0.00815883, -0.00950687, -0.000254198, 1.32315, 5.16382, -0.987184, 49.8946, 5.44968, 259.945, 5.21553, 3.22421, -2.19405, 63.1563, 53.0013, 26.8389, 
8.318, -2.7496, 0.0119477, -0.00229255, 0.00542619, 0.0081388, -0.00931592, -3.71345e-05, 1.3287, 5.15209, -0.986073, 50.0297, 5.47621, 260.061, 5.22143, 3.22597, -2.19603, 60.964, 52.4632, 27.1204, 
8.32, -2.84965, 0.0119455, -0.00197869, 0.00556547, 0.00811987, -0.00920574, 0.00010173, 1.33428, 5.14035, -0.984951, 50.1604, 5.50146, 260.176, 5.22811, 3.22766, -2.19769, 58.7043, 51.6709, 27.0525, 
8.322, -2.91353, 0.0119436, -0.00163258, 0.00561739, 0.00810276, -0.009188, 0.00014984, 1.33988, 5.12861, -0.983816, 50.2866, 5.52572, 260.29, 5.23537, 3.22951, -2.19898, 56.518, 50.7063, 26.6096, 
8.324, -2.94071, 0.0119416, -0.00128157, 0.00557709, 0.00808806, -0.00926787, 0.00010173, 1.3455, 5.11686, -0.98267, 50.4084, 5.54944, 260.401, 5.24286, 3.23182, -2.19993, 54.5759, 49.6862, 25.7836, 
8.326, -2.93191, 0.0119396, -0.000954311, 0.0054474, 0.00807622, -0.00944245, -4.00841e-05, 1.35114, 5.10511, -0.98151, 50.5266, 5.57324, 260.51, 5.25023, 3.23489, -2.20056, 53.07, 48.7475, 24.5971, 
8.328, -2.88885, 0.0119372, -0.000678029, 0.0052388, 0.00806734, -0.00969992, -0.000265043, 1.3568, 5.09335, -0.980337, 50.6421, 5.59783, 260.615, 5.25708, 3.23904, -2.20096, 52.1869, 48.0246, 23.1154, 
8.33, -2.81388, 0.0119341, -0.000476222, 0.00496896, 0.00806122, -0.0100195, -0.000555046, 1.36248, 5.08158, -0.979147, 50.7564, 5.62392, 260.718, 5.26312, 3.24447, -2.20126, 52.0647, 47.619, 21.4505, 
8.332, -2.70959, 0.0119303, -0.000366229, 0.00466127, 0.00805743, -0.0103734, -0.00088592, 1.36819, 5.06982, -0.97794, 50.8711, 5.65213, 260.818, 5.26818, 3.25125, -2.20159, 52.7507, 47.5728, 19.7504, 
8.334, -2.57845, 0.0119259, -0.000357361, 0.00434273, 0.00805531, -0.0107301, -0.00122963, 1.37391, 5.05804, -0.976713, 50.9877, 5.68284, 260.917, 5.2723, 3.25927, -2.20212, 54.1813, 47.8586, 18.1746, 
8.336, -2.42265, 0.0119209, -0.000449864, 0.00404128, 0.00805411, -0.0110564, -0.00155705, 1.37966, 5.04627, -0.975465, 51.1078, 5.7161, 261.014, 5.27563, 3.26827, -2.20297, 56.1961, 48.3932, 16.8648, 
8.338, -2.24417, 0.0119155, -0.000634943, 0.00378288, 0.00805306, -0.0113247, -0.00184092, 1.38544, 5.03449, -0.974195, 51.2322, 5.75167, 261.111, 5.27841, 3.27789, -2.20421, 58.5772, 49.0707, 15.9227, 
8.34, -2.045, 0.0119099, -0.000895907, 0.00358964, 0.00805135, -0.0115145, -0.00205794, 1.39125, 5.02272, -0.972902, 51.3617, 5.78904, 261.208, 5.28087, 3.28777, -2.20589, 61.0929, 49.7966, 15.4026, 
8.342, -1.82749, 0.0119041, -0.00120984, 0.0034775, 0.00804813, -0.0116121, -0.0021911, 1.39708, 5.01094, -0.971587, 51.4962, 5.82757, 261.306, 5.28315, 3.29756, -2.20799, 63.5268, 50.5076, 15.3165, 
8.344, -1.5946, 0.0118983, -0.00155001, 0.00345485, 0.00804293, -0.0116137, -0.00223118, 1.40295, 4.99917, -0.970249, 51.6356, 5.86652, 261.406, 5.28536, 3.30697, -2.21046, 65.6908, 51.1751, 15.643, 
8.346, -1.35015, 0.0118926, -0.00188791, 0.00352367, 0.00803489, -0.0115216, -0.0021757, 1.40884, 4.98739, -0.96889, 51.779, 5.90523, 261.507, 5.28755, 3.31574, -2.21325, 67.4277, 51.7957, 16.3334, 
8.348, -1.09876, 0.0118873, -0.00219507, 0.0036793, 0.00802382, -0.0113456, -0.00202913, 1.41476, 4.97562, -0.96751, 51.9257, 5.94312, 261.61, 5.28973, 3.32368, -2.21628, 68.6167, 52.3751, 17.3149, 
8.35, -0.845887, 0.0118821, -0.00244667, 0.00390843, 0.00800979, -0.0111009, -0.00180493, 1.42071, 4.96384, -0.966109, 52.0745, 5.97972, 261.716, 5.29198, 3.33067, -2.21948, 69.1861, 52.9114, 18.4947, 
8.352, -0.597625, 0.011877, -0.0026219, 0.00419313, 0.00799278, -0.0108073, -0.00152153, 1.42668, 4.95207, -0.964691, 52.2241, 6.01473, 261.824, 5.2944, 3.33667, -2.22277, 69.1166, 53.3815, 19.7663, 
8.354, -0.360547, 0.011872, -0.00270651, 0.0045107, 0.00797332, -0.0104874, -0.0012024, 1.43268, 4.94031, -0.963254, 52.3733, 6.04797, 261.934, 5.29717, 3.34172, -2.22606, 68.4464, 53.7395, 21.0213, 
8.356, -0.141413, 0.0118673, -0.00269272, 0.00483638, 0.00795183, -0.0101654, -0.000873298, 1.43871, 4.92854, -0.961802, 52.5208, 6.07935, 262.046, 5.30049, 3.34595, -2.2293, 67.2585, 53.9239, 22.1612, 
8.358, 0.0532985, 0.011863, -0.00258136, 0.00514415, 0.00792899, -0.00986587, -0.000561429, 1.44476, 4.91678, -0.960334, 52.6658, 6.10888, 262.16, 5.30453, 3.34951, -2.23238, 65.6599, 53.8774, 23.1054, 
8.36, 0.217774, 0.0118589, -0.00238003, 0.00540957, 0.00790578, -0.00961181, -0.000292474, 1.45084, 4.90501, -0.958853, 52.8075, 6.13661, 262.275, 5.3094, 3.35258, -2.23525, 63.7666, 53.5666, 23.7915, 
8.362, 0.347347, 0.0118553, -0.00210376, 0.00561104, 0.00788323, -0.00942389, -8.92285e-05, 1.45694, 4.89324, -0.957357, 52.9452, 6.16268, 262.389, 5.3151, 3.35535, -2.23784, 61.6958, 52.9957, 24.1707, 
8.364, 0.438741, 0.0118521, -0.00177581, 0.00573188, 0.00786195, -0.00931877, 3.05433e-05, 1.46306, 4.88148, -0.955848, 53.0787, 6.18734, 262.503, 5.32151, 3.35805, -2.24011, 59.5775, 52.212, 24.2043, 
8.366, 0.490193, 0.0118491, -0.00142152, 0.00576181, 0.0078427, -0.00930764, 5.56845e-05, 1.46921, 4.8697, -0.954327, 53.208, 6.21097, 262.616, 5.32839, 3.36091, -2.24204, 57.5656, 51.3033, 23.8662, 
8.368, 0.501549, 0.0118461, -0.00106926, 0.00569768, 0.00782607, -0.00939478, -1.75233e-05, 1.47537, 4.85793, -0.952791, 53.3333, 6.2341, 262.726, 5.33542, 3.36426, -2.24363, 55.8413, 50.3901, 23.1523, 
8.37, 0.474103, 0.0118428, -0.000747908, 0.00554407, 0.0078125, -0.00957614, -0.000184728, 1.48156, 4.84614, -0.951241, 53.4555, 6.25741, 262.834, 5.34221, 3.36839, -2.24492, 54.6, 49.6085, 22.0928, 
8.372, 0.410327, 0.0118391, -0.000484517, 0.0053133, 0.00780207, -0.00983851, -0.000433442, 1.48776, 4.83436, -0.949674, 53.5757, 6.28163, 262.939, 5.34841, 3.37361, -2.24602, 54.0196, 49.0847, 20.7629, 
8.374, 0.313476, 0.0118346, -0.000301807, 0.00502473, 0.00779457, -0.0101597, -0.000743761, 1.49399, 4.82257, -0.94809, 53.6952, 6.30749, 263.042, 5.35374, 3.38009, -2.24706, 54.2178, 48.9054, 19.2831, 
8.376, 0.187128, 0.0118294, -0.000215717, 0.00470308, 0.00778947, -0.0105107, -0.00109009, 1.50025, 4.81077, -0.946486, 53.8158, 6.33552, 263.144, 5.3581, 3.38785, -2.24817, 55.2124, 49.0928, 17.8049, 
8.378, 0.0347761, 0.0118234, -0.000233759, 0.00437618, 0.00778607, -0.0108596, -0.00144346, 1.50653, 4.79898, -0.94486, 53.9391, 6.366, 263.245, 5.36156, 3.39673, -2.24951, 56.9098, 49.601, 16.484, 
8.38, -0.140408, 0.0118169, -0.000354171, 0.0040723, 0.00778355, -0.0111729, -0.0017743, 1.51283, 4.78719, -0.943211, 54.0663, 6.3989, 263.345, 5.36432, 3.40643, -2.25121, 59.1269, 50.3341, 15.4515, 
8.382, -0.335575, 0.0118099, -0.000566112, 0.00381712, 0.00778116, -0.0114241, -0.0020556, 1.51917, 4.77539, -0.941539, 54.1983, 6.43387, 263.445, 5.36663, 3.41661, -2.25332, 61.6343, 51.1832, 14.795, 
8.384, -0.547993, 0.0118026, -0.000851039, 0.00363211, 0.00777805, -0.0115933, -0.0022646, 1.52553, 4.7636, -0.939842, 54.3355, 6.47034, 263.547, 5.36869, 3.42688, -2.25587, 64.1981, 52.0575, 14.5542, 
8.386, -0.774807, 0.0117952, -0.00118447, 0.00353226, 0.00777334, -0.0116684, -0.00238524, 1.53192, 4.75181, -0.938121, 54.478, 6.50762, 263.65, 5.37066, 3.43692, -2.25882, 66.6062, 52.901, 14.7288, 
8.388, -1.0128, 0.0117879, -0.00153846, 0.00352472, 0.00776646, -0.0116462, -0.00240955, 1.53834, 4.74002, -0.936376, 54.6252, 6.54499, 263.755, 5.37261, 3.44645, -2.26212, 68.677, 53.6916, 15.2874, 
8.39, -1.25823, 0.0117806, -0.00188366, 0.00361014, 0.00775654, -0.0115302, -0.00233639, 1.54479, 4.72824, -0.934607, 54.7764, 6.58179, 263.862, 5.37457, 3.45523, -2.26572, 70.2615, 54.4294, 16.1724, 
8.392, -1.50675, 0.0117738, -0.00219132, 0.00378219, 0.00774355, -0.0113317, -0.00217199, 1.55127, 4.71645, -0.932817, 54.9305, 6.61748, 263.972, 5.37659, 3.4631, -2.26952, 71.2509, 55.12, 17.3042, 
8.394, -1.7535, 0.011767, -0.00243644, 0.00402644, 0.00772744, -0.0110668, -0.001931, 1.55778, 4.70467, -0.931006, 55.0863, 6.65166, 264.084, 5.37873, 3.46996, -2.27344, 71.5876, 55.7564, 18.5847, 
8.396, -1.99295, 0.0117603, -0.00259906, 0.00432314, 0.00770833, -0.0107564, -0.00163378, 1.56431, 4.6929, -0.929175, 55.2424, 6.68408, 264.199, 5.38112, 3.4758, -2.27742, 71.2674, 56.3083, 19.9054, 
8.398, -2.21921, 0.0117539, -0.00266569, 0.00464859, 0.00768683, -0.0104239, -0.0013049, 1.57088, 4.68113, -0.927325, 55.3977, 6.71462, 264.316, 5.38395, 3.48069, -2.28135, 70.3429, 56.7224, 21.1594, 
8.4, -2.42629, 0.0117477, -0.00263045, 0.00497673, 0.00766331, -0.0100944, -0.00097156, 1.57746, 4.66936, -0.925458, 55.5509, 6.74327, 264.435, 5.38742, 3.48477, -2.28516, 68.9064, 56.9323, 22.253, 
8.402, -2.60841, 0.011742, -0.00249526, 0.0052812, 0.00763865, -0.00979305, -0.00066139, 1.58408, 4.65759, -0.923576, 55.7011, 6.77009, 264.555, 5.3917, 3.48822, -2.28878, 67.0686, 56.88, 23.1112, 
8.404, -2.7605, 0.0117366, -0.00226948, 0.00553728, 0.00761381, -0.00954308, -0.000400446, 1.59072, 4.64582, -0.921678, 55.8474, 6.79519, 264.676, 5.39688, 3.4912, -2.29213, 64.9452, 56.5352, 23.6772, 
8.406, -2.87852, 0.0117318, -0.00197176, 0.00572349, 0.00758974, -0.00936519, -0.000211495, 1.59738, 4.63406, -0.919766, 55.9892, 6.81879, 264.797, 5.40295, 3.49393, -2.29515, 62.6517, 55.9078, 23.9057, 
8.408, -2.95972, 0.0117275, -0.00162578, 0.00582409, 0.0075671, -0.00927568, -0.000111398, 1.60406, 4.62229, -0.91784, 56.1264, 6.8412, 264.916, 5.40974, 3.49662, -2.29781, 60.3205, 55.0513, 23.7602, 
8.41, -3.00274, 0.0117233, -0.00125856, 0.00582992, 0.00754668, -0.00928501, -0.000110192, 1.61077, 4.61052, -0.9159, 56.2589, 6.86288, 265.034, 5.41701, 3.49954, -2.30008, 58.1107, 54.061, 23.2167, 
8.412, -3.00758, 0.0117191, -0.000899767, 0.00573938, 0.00752908, -0.00939624, -0.000210012, 1.6175, 4.59875, -0.913946, 56.387, 6.88442, 265.149, 5.4244, 3.50303, -2.30197, 56.2116, 53.0639, 22.2745, 
8.414, -2.97551, 0.0117146, -0.00057899, 0.00555889, 0.00751468, -0.00960362, -0.000404621, 1.62425, 4.58697, -0.911976, 56.5115, 6.90656, 265.262, 5.43151, 3.5074, -2.30355, 54.8272, 52.2019, 20.9691, 
8.416, -2.90868, 0.0117095, -0.000323436, 0.00530276, 0.00750355, -0.00989188, -0.000679443, 1.63103, 4.57519, -0.909989, 56.6337, 6.93007, 265.371, 5.43795, 3.51295, -2.30493, 54.1414, 51.6039, 19.3836, 
8.418, -2.8098, 0.0117036, -0.000155188, 0.00499219, 0.00749539, -0.0102366, -0.00101262, 1.63782, 4.5634, -0.907983, 56.7551, 6.95566, 265.478, 5.44347, 3.51988, -2.30624, 54.2725, 51.3553, 17.6473, 
8.42, -2.68169, 0.011697, -8.90264e-05, 0.00465358, 0.00748963, -0.0106071, -0.00137675, 1.64465, 4.55161, -0.905956, 56.8774, 6.98385, 265.584, 5.44796, 3.52819, -2.30764, 55.234, 51.4738, 15.9203, 
8.422, -2.52703, 0.0116896, -0.000130769, 0.00431604, 0.0074855, -0.0109697, -0.00174144, 1.65149, 4.53982, -0.903906, 57.0022, 7.01486, 265.688, 5.45151, 3.53771, -2.3093, 56.9262, 51.9074, 14.3644, 
8.424, -2.34817, 0.0116818, -0.000276566, 0.00400858, 0.00748201, -0.011291, -0.00207631, 1.65837, 4.52804, -0.901832, 57.1309, 7.04859, 265.791, 5.45433, 3.54814, -2.31134, 59.16, 52.5553, 13.1149, 
8.426, -2.14732, 0.0116736, -0.000513311, 0.00375694, 0.0074785, -0.0115438, -0.00235416, 1.66527, 4.51625, -0.899733, 57.2645, 7.08461, 265.894, 5.45668, 3.55911, -2.31383, 61.7035, 53.3067, 12.2616, 
8.428, -1.92683, 0.0116651, -0.000820251, 0.00358205, 0.00747401, -0.011709, -0.00255276, 1.6722, 4.50447, -0.897607, 57.4034, 7.12227, 265.999, 5.45877, 3.57024, -2.31679, 64.3225, 54.0711, 11.8468, 
8.43, -1.6895, 0.0116566, -0.00117094, 0.00349792, 0.00746764, -0.011776, -0.00265702, 1.67916, 4.49268, -0.895455, 57.5477, 7.1608, 266.104, 5.46076, 3.5812, -2.32019, 66.8047, 54.7941, 11.8732, 
8.432, -1.43884, 0.0116482, -0.0015359, 0.00351015, 0.00745868, -0.0117425, -0.00266054, 1.68615, 4.48091, -0.893278, 57.6968, 7.19942, 266.211, 5.46273, 3.59169, -2.32398, 68.9665, 55.4557, 12.3119, 
8.434, -1.17921, 0.01164, -0.00188473, 0.00361764, 0.00744647, -0.0116135, -0.002564, 1.69317, 4.46913, -0.891075, 57.8501, 7.23738, 266.32, 5.46471, 3.60148, -2.3281, 70.6561, 56.0585, 13.1082, 
8.436, -0.915783, 0.0116323, -0.00218846, 0.00381165, 0.00743083, -0.011402, -0.00237614, 1.70022, 4.45736, -0.888848, 58.0065, 7.27408, 266.43, 5.46675, 3.61037, -2.33246, 71.7607, 56.6106, 14.1835, 
8.438, -0.6545, 0.0116245, -0.00242219, 0.00407609, 0.00741187, -0.0111248, -0.00211341, 1.70729, 4.44559, -0.886598, 58.1648, 7.30905, 266.544, 5.46891, 3.61824, -2.33699, 72.2186, 57.1085, 15.4398, 
8.44, -0.401838, 0.0116168, -0.00256722, 0.00438904, 0.00738983, -0.0108039, -0.00179842, 1.7144, 4.43382, -0.884327, 58.3238, 7.342, 266.659, 5.47133, 3.62509, -2.34158, 72.0214, 57.5259, 16.7669, 
8.442, -0.164673, 0.0116094, -0.00261129, 0.00472552, 0.00736531, -0.0104633, -0.00145716, 1.72153, 4.42206, -0.882035, 58.4821, 7.37277, 266.776, 5.47418, 3.63096, -2.34616, 71.2185, 57.8144, 18.0548, 
8.444, 0.0501201, 0.0116023, -0.00255092, 0.00505817, 0.00733891, -0.0101285, -0.00111822, 1.72869, 4.41031, -0.879724, 58.6385, 7.40134, 266.896, 5.47766, 3.63599, -2.35064, 69.9008, 57.9137, 19.2054, 
8.446, 0.236069, 0.0115954, -0.00239004, 0.00536031, 0.00731146, -0.00982506, -0.000809634, 1.73588, 4.39855, -0.877395, 58.7921, 7.42779, 267.016, 5.48192, 3.64034, -2.35493, 68.1807, 57.7729, 20.1386, 
8.448, 0.387612, 0.0115891, -0.00214014, 0.00560734, 0.007284, -0.00957631, -0.000557379, 1.74309, 4.3868, -0.875049, 58.9421, 7.45229, 267.137, 5.48703, 3.6442, -2.35895, 66.1783, 57.3693, 20.7915, 
8.45, 0.500466, 0.0115833, -0.00182264, 0.00577852, 0.00725752, -0.0094029, -0.000383523, 1.75032, 4.37505, -0.872687, 59.088, 7.4751, 267.257, 5.49297, 3.64778, -2.36266, 64.0198, 56.7206, 21.1138, 
8.452, 0.571815, 0.0115778, -0.00146196, 0.00585931, 0.00723265, -0.00932081, -0.000303709, 1.75758, 4.3633, -0.870309, 59.2294, 7.49661, 267.376, 5.49955, 3.65133, -2.366, 61.8498, 55.8875, 21.0667, 
8.454, 0.600554, 0.0115724, -0.00108663, 0.00584205, 0.00721025, -0.00933979, -0.000326434, 1.76487, 4.35155, -0.867916, 59.3664, 7.51736, 267.494, 5.50651, 3.65512, -2.36897, 59.8398, 54.9712, 20.6271, 
8.456, 0.587218, 0.011567, -0.000726923, 0.00572683, 0.00719091, -0.00946172, -0.000452099, 1.77217, 4.33979, -0.865505, 59.4996, 7.53802, 267.609, 5.51348, 3.65949, -2.37158, 58.1878, 54.1015, 19.7998, 
8.458, 0.533805, 0.011561, -0.000412736, 0.00552192, 0.00717499, -0.00967929, -0.000672503, 1.7795, 4.32803, -0.863078, 59.6297, 7.55936, 267.723, 5.52007, 3.66477, -2.37391, 57.0968, 53.4173, 18.6293, 
8.46, 0.443447, 0.0115544, -0.000170907, 0.00524348, 0.00716252, -0.0099755, -0.00097113, 1.78685, 4.31627, -0.860631, 59.7582, 7.58213, 267.834, 5.52591, 3.67124, -2.37607, 56.7376, 53.0369, 17.2085, 
8.462, 0.319953, 0.0115469, -2.256e-05, 0.00491435, 0.00715317, -0.0103244, -0.00132434, 1.79423, 4.3045, -0.858163, 59.8866, 7.60703, 267.943, 5.5308, 3.67902, -2.37821, 57.2029, 53.0281, 15.6741, 
8.464, 0.167326, 0.0115386, 1.90544e-05, 0.00456219, 0.00714629, -0.0106938, -0.00170334, 1.80163, 4.29274, -0.855671, 60.0166, 7.63446, 268.051, 5.53468, 3.68809, -2.38049, 58.4748, 53.388, 14.1872, 
8.466, -0.0106267, 0.0115295, -4.99725e-05, 0.00421695, 0.00714098, -0.0110491, -0.00207681, 1.80906, 4.28098, -0.853155, 60.1498, 7.66457, 268.158, 5.53769, 3.69824, -2.38306, 60.4242, 54.0465, 12.9033, 
8.468, -0.210466, 0.0115198, -0.000223655, 0.0039078, 0.00713636, -0.0113577, -0.00241406, 1.81651, 4.26922, -0.850611, 60.2875, 7.69711, 268.266, 5.54006, 3.70913, -2.38605, 62.8416, 54.8935, 11.9446, 
8.47, -0.429054, 0.0115097, -0.000486799, 0.00366019, 0.00713168, -0.0115929, -0.00268814, 1.824, 4.25746, -0.84804, 60.4304, 7.73159, 268.375, 5.54206, 3.72039, -2.38949, 65.4875, 55.8171, 11.3859, 
8.472, -0.663313, 0.0114993, -0.000816765, 0.00349427, 0.00712583, -0.0117361, -0.0028775, 1.83151, 4.24571, -0.845442, 60.5788, 7.76729, 268.485, 5.54389, 3.73164, -2.3934, 68.1281, 56.7325, 11.2549, 
8.474, -0.909986, 0.0114889, -0.00118552, 0.00342316, 0.00711806, -0.0117788, -0.00296796, 1.83905, 4.23396, -0.842815, 60.7327, 7.80345, 268.597, 5.54568, 3.74258, -2.39774, 70.557, 57.5924, 11.5423, 
8.476, -1.16544, 0.0114786, -0.00156236, 0.00345129, 0.00710732, -0.0117188, -0.00295428, 1.84663, 4.22222, -0.840161, 60.8913, 7.83927, 268.711, 5.54752, 3.75292, -2.40245, 72.5977, 58.3827, 12.2093, 
8.478, -1.42548, 0.0114686, -0.00191603, 0.0035761, 0.00709325, -0.0115635, -0.00283868, 1.85423, 4.21048, -0.83748, 61.0539, 7.87407, 268.827, 5.54942, 3.76244, -2.40745, 74.109, 59.108, 13.1927, 
8.48, -1.68541, 0.0114591, -0.00221735, 0.00378711, 0.00707556, -0.0113267, -0.00263171, 1.86186, 4.19875, -0.834774, 61.2193, 7.90728, 268.945, 5.55143, 3.77099, -2.41265, 74.9914, 59.7741, 14.407, 
8.482, -1.93993, 0.0114496, -0.00244148, 0.00406683, 0.00705448, -0.0110268, -0.00235133, 1.86952, 4.18702, -0.832043, 61.3862, 7.93852, 269.067, 5.55365, 3.77848, -2.41797, 75.1986, 60.3712, 15.7501, 
8.484, -2.18322, 0.0114402, -0.00257056, 0.00439171, 0.00703037, -0.0106872, -0.00202191, 1.87721, 4.1753, -0.829289, 61.5532, 7.96756, 269.19, 5.5562, 3.78492, -2.4233, 74.7387, 60.8651, 17.1108, 
8.486, -2.40917, 0.0114311, -0.0025933, 0.00473563, 0.0070038, -0.0103327, -0.00167071, 1.88492, 4.16359, -0.826514, 61.719, 7.99431, 269.315, 5.55929, 3.7904, -2.42857, 73.675, 61.2001, 18.3822, 
8.488, -2.61169, 0.0114224, -0.00250789, 0.00507015, 0.00697561, -0.0099901, -0.00132754, 1.89267, 4.15188, -0.823718, 61.8825, 8.01884, 269.443, 5.5631, 3.79505, -2.43367, 72.1055, 61.3126, 19.4717, 
8.49, -2.78509, 0.0114141, -0.00232, 0.00536801, 0.0069465, -0.00968544, -0.00102115, 1.90044, 4.14017, -0.820904, 62.0426, 8.0413, 269.571, 5.56779, 3.79907, -2.43852, 70.1455, 61.1529, 20.3055, 
8.492, -2.9245, 0.0114065, -0.00204426, 0.00560427, 0.00691757, -0.00944241, -0.000777955, 1.90823, 4.12847, -0.818071, 62.1987, 8.06192, 269.699, 5.5734, 3.80264, -2.44305, 67.9126, 60.7031, 20.8256, 
8.494, -3.02626, 0.0113995, -0.00170329, 0.0057588, 0.0068897, -0.00928172, -0.000619466, 1.91605, 4.11677, -0.815222, 62.35, 8.08106, 269.826, 5.57988, 3.80597, -2.44721, 65.534, 59.9875, 20.9853, 
8.496, -3.08804, 0.0113928, -0.00132332, 0.0058179, 0.00686366, -0.00921887, -0.000560547, 1.9239, 4.10506, -0.812355, 62.4965, 8.09919, 269.952, 5.58702, 3.80931, -2.45096, 63.1566, 59.0747, 20.7476, 
8.498, -3.10901, 0.0113862, -0.000934437, 0.00577517, 0.00684036, -0.00926255, -0.000608435, 1.93176, 4.09336, -0.809472, 62.6381, 8.11691, 270.076, 5.59453, 3.81298, -2.45429, 60.9593, 58.0736, 20.092, 
8.5, -3.08972, 0.0113795, -0.000568135, 0.00563235, 0.00682034, -0.00941304, -0.000761831, 1.93966, 4.08166, -0.806571, 62.7753, 8.13497, 270.198, 5.60199, 3.81732, -2.45723, 59.1486, 57.1215, 19.0274, 
8.502, -3.03196, 0.0113721, -0.000255021, 0.00539969, 0.00680391, -0.00966097, -0.00101047, 1.94757, 4.06995, -0.803652, 62.9093, 8.15418, 270.317, 5.60901, 3.82266, -2.45986, 57.9359, 56.3624, 17.6049, 
8.504, -2.93835, 0.011364, -2.19169e-05, 0.00509542, 0.00679103, -0.0099869, -0.00133565, 1.95551, 4.05824, -0.800713, 63.0412, 8.17532, 270.433, 5.61522, 3.8293, -2.46231, 57.4955, 55.9164, 15.9261, 
